event_id,subject,threshold,distance_masker,distance_target,level_masker,level_target,masker_type,stim_type,talker,normalisation_method,normalisation_level_masker,normalisation_level_target
0,10,-9.2,2.0,7.0,84.40078082039426,81.64444444444446,babble,syllable,p245,mgb_normalisation,84.40078082039426,90.34149293193902
0,10,-9.1,12.0,7.0,93.00003341222718,81.74444444444447,babble,syllable,p256,mgb_normalisation,93.00003341222715,90.34149293193902
1,10,-8.8,11.0,7.0,92.00610777531934,82.04444444444447,babble,syllable,p256,mgb_normalisation,92.00610777531934,90.34149293193902
2,10,-7.8,6.0,7.0,89.31368318402099,83.04444444444447,babble,syllable,p256,mgb_normalisation,89.31368318402099,90.34149293193902
3,10,-7.2,8.0,7.0,91.58892582949886,83.64444444444446,babble,syllable,p256,mgb_normalisation,91.58892582949886,90.34149293193902
4,10,-7.3,3.0,7.0,86.2038576498559,83.54444444444447,babble,syllable,p256,mgb_normalisation,86.2038576498559,90.34149293193902
5,10,-3.7,7.0,7.0,90.34149293193904,87.14444444444446,babble,syllable,p256,mgb_normalisation,90.34149293193902,90.34149293193902
6,10,-8.5,9.0,7.0,91.73820004985969,82.34444444444446,babble,syllable,p256,mgb_normalisation,91.73820004985969,90.34149293193902
7,10,-7.2,5.0,7.0,89.14911522239514,83.64444444444446,babble,syllable,p256,mgb_normalisation,89.14911522239515,90.34149293193902
8,10,-5.4,2.0,7.0,84.40078082039426,85.44444444444446,babble,syllable,p256,mgb_normalisation,84.40078082039426,90.34149293193902
9,10,-7.5,4.0,7.0,87.57049330475357,83.34444444444446,babble,syllable,p256,mgb_normalisation,87.57049330475357,90.34149293193902
10,10,-7.7,10.0,7.0,92.0152836843556,83.14444444444446,babble,syllable,p256,mgb_normalisation,92.0152836843556,90.34149293193902
