event_id,subject,threshold,distance_masker,distance_target,level_masker,level_target,masker_type,stim_type,talker,normalisation_method,normalisation_level_masker,normalisation_level_target
0,5,-8.4,8.0,7.0,91.58892582949888,82.44444444444446,babble,syllable,p268,mgb_normalisation,91.58892582949886,90.34149293193902
1,5,-6.5,5.0,7.0,89.14911522239515,84.34444444444446,babble,syllable,p268,mgb_normalisation,89.14911522239515,90.34149293193902
2,5,-8.6,4.0,7.0,87.57049330475357,82.24444444444447,babble,syllable,p268,mgb_normalisation,87.57049330475357,90.34149293193902
3,5,-7.3,9.0,7.0,91.73820004985969,83.54444444444447,babble,syllable,p268,mgb_normalisation,91.73820004985969,90.34149293193902
4,5,-6.7,10.0,7.0,92.0152836843556,84.14444444444446,babble,syllable,p268,mgb_normalisation,92.0152836843556,90.34149293193902
5,5,-7.3,12.0,7.0,93.00003341222718,83.54444444444447,babble,syllable,p268,mgb_normalisation,93.00003341222715,90.34149293193902
6,5,-9.4,3.0,7.0,86.2038576498559,81.44444444444446,babble,syllable,p268,mgb_normalisation,86.2038576498559,90.34149293193902
7,5,-5.1,7.0,7.0,90.341492931939,85.74444444444447,babble,syllable,p268,mgb_normalisation,90.34149293193902,90.34149293193902
8,5,-10.6,11.0,7.0,92.00610777531934,80.24444444444447,babble,syllable,p268,mgb_normalisation,92.00610777531934,90.34149293193902
9,5,-8.5,6.0,7.0,89.31368318402099,82.34444444444446,babble,syllable,p268,mgb_normalisation,89.31368318402099,90.34149293193902
10,5,-11.6,2.0,7.0,84.40078082039426,79.24444444444447,babble,syllable,p268,mgb_normalisation,84.40078082039426,90.34149293193902
