event_id,subject,threshold,distance_masker,distance_target,level_masker,level_target,masker_type,stim_type,talker,normalisation_method,normalisation_level_masker,normalisation_level_target
0,sub_108,-10.5,7.0,7.0,90.34149293193904,79.84149293193902,babble,syllable,p284,mgb_normalisation,90.34149293193902,90.34149293193902
0,sub_108,-10.625,10.0,7.0,92.0152836843556,79.71649293193902,babble,syllable,p284,mgb_normalisation,92.0152836843556,90.34149293193902
0,sub_108,-16.875,12.0,7.0,93.00003341222715,73.46649293193902,babble,syllable,p284,mgb_normalisation,93.00003341222715,90.34149293193902
0,sub_108,-9.0,2.0,7.0,84.40078082039426,81.34149293193902,babble,syllable,p284,mgb_normalisation,84.40078082039426,90.34149293193902
0,sub_108,-13.0,8.0,7.0,91.58892582949886,77.34149293193902,babble,syllable,p284,mgb_normalisation,91.58892582949886,90.34149293193902
0,sub_108,-14.5,6.0,7.0,89.31368318402099,75.84149293193902,babble,syllable,p284,mgb_normalisation,89.31368318402099,90.34149293193902
0,sub_108,-14.5,4.0,7.0,87.57049330475357,75.84149293193902,babble,syllable,p284,mgb_normalisation,87.57049330475357,90.34149293193902
