event_id,subject,threshold,distance_masker,distance_target,level_masker,level_target,masker_type,stim_type,talker,normalisation_method,normalisation_level_masker,normalisation_level_target
0,7,-0.75,7.0,7.0,90.84444444444443,91.84444444444446,pinknoise,syllable,p307,syllable_rms,90.84444444444446,90.84444444444446
0,7,-10.0,2.0,7.0,86.19999999999999,79.84444444444446,pinknoise,syllable,p248,syllable_rms,86.2,90.84444444444446
1,7,-7.25,4.0,7.0,88.4,75.84444444444445,pinknoise,syllable,p248,syllable_rms,88.4,90.84444444444446
2,7,-17.25,8.0,7.0,91.28888888888888,72.84444444444446,pinknoise,syllable,p248,syllable_rms,91.28888888888888,90.84444444444446
3,7,-13.25,5.0,7.0,89.82222222222222,73.84444444444446,pinknoise,syllable,p248,syllable_rms,89.82222222222222,90.84444444444446
4,7,-12.75,12.0,7.0,91.4888888888889,76.84444444444446,pinknoise,syllable,p248,syllable_rms,91.4888888888889,90.84444444444446
5,7,-8.25,9.0,7.0,91.64444444444445,77.84444444444446,pinknoise,syllable,p248,syllable_rms,91.64444444444445,90.84444444444446
6,7,-15.5,10.0,7.0,91.53333333333332,72.84444444444448,pinknoise,syllable,p248,syllable_rms,91.53333333333332,90.84444444444446
7,7,-11.0,7.0,7.0,90.84444444444443,78.84444444444446,pinknoise,syllable,p248,syllable_rms,90.84444444444446,90.84444444444446
8,7,-14.5,3.0,7.0,88.06666666666666,71.84444444444445,pinknoise,syllable,p248,syllable_rms,88.06666666666666,90.84444444444446
9,7,-34.0,11.0,7.0,91.66666666666666,57.84444444444447,pinknoise,syllable,p248,syllable_rms,91.66666666666669,90.84444444444446
10,7,-15.5,6.0,7.0,90.06666666666668,74.84444444444446,pinknoise,syllable,p248,syllable_rms,90.06666666666666,90.84444444444446
