event_id,subject,threshold,distance_masker,distance_target,level_masker,level_target,masker_type,stim_type,talker,normalisation_method,normalisation_level_masker,normalisation_level_target
0,99,-0.5,3.0,7.0,80.1629771807817,74.50437116487994,babble,syllable,p245,syllable_rms,88.06666666666666,90.84444444444446
1,99,-4.5,5.0,7.0,78.54625928001394,72.50437116487994,babble,syllable,p245,syllable_rms,89.82222222222222,90.84444444444446
0,99,-0.5,3.0,7.0,80.1629771807817,74.50437116487994,babble,syllable,p245,syllable_rms,88.06666666666666,90.84444444444446
0,99,-0.5,3.0,7.0,80.1629771807817,74.50437116487994,babble,syllable,p245,syllable_rms,88.06666666666666,90.84444444444446
1,99,-4.5,5.0,7.0,78.54625928001394,72.50437116487994,babble,syllable,p245,syllable_rms,89.82222222222222,90.84444444444446
2,99,-1.75,6.0,7.0,81.30519627960237,71.21508209778233,babble,syllable,p245,syllable_rms,90.06666666666666,90.84444444444446
3,99,-2.0,4.0,7.0,78.83006726379674,75.47072950778029,babble,syllable,p245,syllable_rms,88.4,90.84444444444446
4,99,-3.25,2.0,7.0,79.34565853427691,71.21508209778233,babble,syllable,p245,syllable_rms,86.2,90.84444444444446
5,99,-8.0,10.0,7.0,80.41303491835458,67.21508209778233,babble,syllable,p245,syllable_rms,91.53333333333332,90.84444444444446
6,99,-12.0,11.0,7.0,80.23783042561573,63.38405536806001,babble,syllable,p245,syllable_rms,91.66666666666669,90.84444444444446
7,99,-8.5,9.0,7.0,80.42636725442654,68.38405536806002,babble,syllable,p245,syllable_rms,91.64444444444445,90.84444444444446
8,99,-9.5,8.0,7.0,80.36509979642366,66.38405536806002,babble,syllable,p245,syllable_rms,91.28888888888888,90.84444444444446
9,99,-12.0,12.0,7.0,79.73980866660204,64.2325220802176,babble,syllable,p245,syllable_rms,91.4888888888889,90.84444444444446
10,99,-0.5,2.0,7.0,79.34802140258086,77.54627117800365,babble,syllable,p256,syllable_rms,86.2,90.84444444444446
11,99,6.5,3.0,7.0,79.42818071751643,80.54627117800365,babble,syllable,p256,syllable_rms,88.06666666666666,90.84444444444446
12,99,0.25,6.0,7.0,79.54519970148486,73.40634439239334,babble,syllable,p256,syllable_rms,90.06666666666666,90.84444444444446
13,99,-1.0,4.0,7.0,79.04916170965859,74.35929854948154,babble,syllable,p256,syllable_rms,88.4,90.84444444444446
14,99,-1.0,5.0,7.0,78.97120659638608,76.07920163468287,babble,syllable,p256,syllable_rms,89.82222222222222,90.84444444444446
15,99,-2.75,8.0,7.0,80.99932510128893,74.07920163468287,babble,syllable,p256,syllable_rms,91.28888888888888,90.84444444444446
16,99,-5.5,9.0,7.0,80.08601536048252,64.56647374546785,babble,syllable,p256,syllable_rms,91.64444444444445,90.84444444444446
17,99,-7.5,10.0,7.0,79.37514788897658,66.08400068127763,babble,syllable,p256,syllable_rms,91.53333333333332,90.84444444444446
18,99,-5.25,12.0,7.0,79.7856687145273,70.7513890776457,babble,syllable,p256,syllable_rms,91.4888888888889,90.84444444444446
19,99,-9.0,11.0,7.0,82.08591596085719,68.40634439239334,babble,syllable,p256,syllable_rms,91.66666666666667,90.84444444444446

